Team,ScoreDescending,Overs,RPO,Lead,Inns,Result,Opposition,Ground,Start Date,Declared,Wickets
Zimbabwe,180,85.5,2.1,180,1,lost,New Zealand,Wellington,1998-02-19,0,10
Sri Lanka,180,45.333333333333336,3.97,-229,3,lost,South Africa,Cape Town,2001-01-02,0,10
India,180,74.83333333333333,2.4,5,3,lost,Sri Lanka,Galle,2001-08-14,0,10
England,180,58.16666666666666,3.09,-239,4,lost,Australia,Lord's,2005-07-21,0,10
India,180,58.0,3.1,499,3,draw,England,The Oval,2007-08-09,1,6
England,180,47.833333333333336,3.76,180,1,lost,South Africa,Johannesburg,2010-01-14,0,10
Pakistan,180,50.66666666666666,3.55,1,4,won,Australia,Leeds,2010-07-21,0,7
West Indies,180,57.5,3.13,275,3,lost,India,Delhi,2011-11-06,0,10
Sri Lanka,180,47.66666666666666,3.77,180,1,lost,South Africa,Centurion,2011-12-15,0,10
Pakistan,180,80.33333333333333,2.24,98,3,lost,Sri Lanka,Galle,2014-08-06,0,10
England,180,88.16666666666667,2.04,-123,3,lost,Australia,Sydney,2018-01-04,0,10
England,180,53.0,3.39,193,3,won,India,Birmingham,2018-08-01,0,10
New Zealand,180,45.5,3.95,372,3,won,Pakistan,Mount Maunganui,2020-12-26,1,5
Sri Lanka,180,46.16666666666666,3.89,-45,3,lost,South Africa,Centurion,2020-12-26,0,10
Australia,179,76.66666666666667,2.33,179,1,lost,New Zealand,Brisbane,1985-11-08,0,10
Pakistan,179,87.0,2.05,-176,4,draw,India,Eden Gardens,1987-02-11,0,5
Pakistan,179,65.5,2.73,323,3,lost,New Zealand,Christchurch,1994-02-24,0,10
England,179,68.0,2.63,-168,4,draw,Australia,Brisbane,1998-11-20,0,6
West Indies,179,91.0,1.96,-339,2,lost,New Zealand,Wellington,1999-12-26,0,10
England,179,69.0,2.59,179,1,lost,West Indies,Birmingham,2000-06-15,0,10
Pakistan,179,59.5,3.0,-9,3,lost,England,Lord's,2001-05-17,0,10
South Africa,179,67.0,2.67,-313,4,lost,Sri Lanka,Colombo (SSC),2004-08-11,0,10
Pakistan,179,77.5,2.3,-202,2,lost,Australia,Perth,2004-12-16,0,10
India,179,55.16666666666666,3.24,-174,4,lost,South Africa,Durban,2006-12-26,0,10
England,179,81.16666666666667,2.2,-381,4,lost,Australia,Brisbane,2013-11-21,0,10
England,179,61.0,2.93,230,3,lost,Australia,Melbourne,2013-12-26,0,10
Australia,179,32.0,5.59,459,3,won,West Indies,Melbourne,2015-12-26,1,3
Australia,179,52.16666666666666,3.43,179,1,lost,England,Leeds,2019-08-22,0,10
New Zealand,178,71.0,2.5,-180,2,draw,India,Napier,1990-02-09,0,1
Australia,178,57.0,3.12,-25,3,lost,West Indies,Perth,1993-01-30,0,10
Zimbabwe,178,71.83333333333333,2.47,178,1,lost,Pakistan,Bulawayo,2002-11-16,0,10
Bangladesh,178,51.16666666666666,3.47,-132,3,lost,Australia,Darwin,2003-07-18,0,10
Bangladesh,178,60.0,2.96,-115,2,lost,Sri Lanka,Mirpur,2008-12-26,0,10
Pakistan,178,73.0,2.43,-40,4,lost,West Indies,Providence,2011-05-12,0,10
India,178,66.66666666666667,2.67,-266,4,lost,England,Southampton,2014-07-27,0,10
New Zealand,178,50.0,3.56,178,1,won,Sri Lanka,Christchurch,2018-12-26,0,10
England,178,46.5,3.82,419,3,won,India,Chennai,2021-02-05,0,10
New Zealand,177,58.833333333333336,3.0,-65,4,lost,Pakistan,Faisalabad,1990-10-26,0,10
India,177,59.0,3.0,-132,4,draw,New Zealand,Hamilton,1994-03-19,0,3
South Africa,177,72.5,2.44,-60,2,lost,India,Kanpur,1996-12-08,0,10
Australia,177,66.0,2.68,2,3,lost,West Indies,Kingston,1999-03-13,0,10
Australia,177,54.16666666666666,3.26,4,4,won,New Zealand,Wellington,2000-03-24,0,4
Bangladesh,177,98.83333333333331,1.79,177,1,lost,New Zealand,Dhaka,2004-10-19,0,10
New Zealand,177,55.0,3.21,299,3,won,England,Hamilton,2008-03-05,1,9
India,177,73.0,2.42,-121,4,draw,Australia,Bengaluru,2008-10-09,0,4
New Zealand,177,54.5,3.24,-149,4,lost,Australia,Brisbane,2008-11-20,0,10
Sri Lanka,177,42.5,4.16,-118,3,lost,South Africa,Johannesburg,2017-01-12,0,10
West Indies,177,65.16666666666667,2.71,106,3,lost,England,Lord's,2017-09-07,0,10
South Africa,177,73.5,2.4,-63,4,lost,India,Johannesburg,2018-01-24,0,10
Pakistan,177,51.16666666666666,3.45,177,1,lost,South Africa,Cape Town,2019-01-03,0,10
England,176,44.66666666666666,3.94,176,1,lost,West Indies,Port of Spain,1986-03-07,0,10
Australia,176,65.0,2.7,-23,2,draw,Pakistan,Sydney,1990-02-03,0,2
West Indies,176,57.5,3.06,-243,2,lost,England,The Oval,1991-08-08,0,10
South Africa,176,82.0,2.14,153,3,draw,India,Durban,1992-11-13,0,3
South Africa,176,64.0,2.75,-49,2,won,India,Wankhede,2000-02-24,0,10
England,176,41.5,4.24,1,4,won,Pakistan,Karachi,2000-12-07,0,4
India,176,71.5,2.46,176,1,lost,Australia,Wankhede,2001-02-27,0,10
Australia,176,39.5,4.45,314,3,lost,England,Leeds,2001-08-16,1,4
Bangladesh,176,51.0,3.45,-99,3,lost,West Indies,Kingston,2004-06-04,0,10
Pakistan,176,54.66666666666666,3.21,-9,2,draw,Sri Lanka,Colombo (SSC),2006-03-26,0,10
Bangladesh,176,59.0,2.98,-193,3,lost,Sri Lanka,Kandy,2007-07-11,0,10
West Indies,176,44.0,4.0,-83,3,lost,England,Chester-le-Street,2009-05-14,0,10
Australia,176,38.0,4.63,-154,2,draw,West Indies,Sydney,2016-01-03,1,2
Zimbabwe,176,59.16666666666666,2.97,176,1,lost,Pakistan,Harare,2021-04-29,0,10
Pakistan,176,27.33333333333333,6.43,328,3,won,West Indies,Kingston,2021-08-20,1,6
England,175,83.0,2.1,175,1,lost,Pakistan,Lahore,1987-11-25,0,10
England,175,52.66666666666666,3.32,137,3,lost,Pakistan,Lord's,1992-06-18,0,10
New Zealand,175,67.0,2.61,175,1,lost,Pakistan,Wellington,1994-02-17,0,10
South Africa,175,50.5,3.46,203,3,lost,England,The Oval,1994-08-18,0,10
New Zealand,175,88.0,1.98,-121,2,draw,India,Cuttack,1995-11-08,0,8
Zimbabwe,175,72.66666666666667,2.4,-94,3,lost,Sri Lanka,Kandy,2002-01-04,0,10
Pakistan,175,54.66666666666666,3.2,-106,2,won,Bangladesh,Multan,2003-09-03,0,10
England,175,52.66666666666666,3.32,-22,4,lost,Pakistan,Multan,2005-11-12,0,10
West Indies,175,57.66666666666666,3.03,388,3,won,South Africa,Gqeberha,2007-12-26,0,10
New Zealand,175,51.333333333333336,3.4,-198,3,lost,India,Nagpur,2010-11-20,0,10
Zimbabwe,175,60.833333333333336,2.87,175,1,lost,West Indies,Roseau,2013-03-20,0,10
West Indies,175,54.833333333333336,3.19,-73,3,lost,New Zealand,Wellington,2013-12-11,0,10
Pakistan,175,39.333333333333336,4.44,479,3,won,New Zealand,Abu Dhabi,2014-11-09,1,2
South Africa,175,58.66666666666666,2.98,-178,2,lost,England,The Oval,2017-07-27,0,10
India,174,78.0,2.23,-61,4,draw,England,Birmingham,1986-07-03,0,5
West Indies,174,53.5,3.25,174,1,draw,Pakistan,Port of Spain,1988-04-14,0,10
New Zealand,174,58.333333333333336,2.98,174,1,draw,Sri Lanka,Wellington,1991-01-31,0,10
England,174,72.0,2.41,1,3,lost,Pakistan,The Oval,1992-08-06,0,10
Pakistan,174,55.16666666666666,3.15,126,3,won,New Zealand,Hamilton,1993-01-02,0,10
Pakistan,174,82.0,2.12,91,3,draw,Zimbabwe,Lahore,1993-12-16,0,1
Sri Lanka,174,73.5,2.36,-119,3,lost,India,Lucknow,1994-01-18,0,10
Zimbabwe,174,79.16666666666667,2.19,174,1,lost,Pakistan,Bulawayo,1995-02-07,0,10
New Zealand,174,64.33333333333333,2.7,-70,3,lost,Australia,Perth,1997-11-20,0,10
Zimbabwe,174,95.83333333333331,1.81,174,1,lost,Sri Lanka,Harare,1999-11-26,0,10
Australia,174,44.833333333333336,3.88,2,4,won,West Indies,Sydney,2001-01-02,0,4
Sri Lanka,174,64.16666666666667,2.71,174,1,draw,Australia,Pallekele,2011-09-08,0,10
New Zealand,174,43.66666666666666,3.98,-180,2,lost,England,Leeds,2013-05-24,0,10
India,174,66.0,2.63,-209,4,draw,Australia,Melbourne,2014-12-26,0,6
South Africa,174,71.0,2.45,-241,4,lost,England,Durban,2015-12-26,0,10
Pakistan,174,57.0,3.05,303,3,won,West Indies,Roseau,2017-05-10,1,8
Pakistan,174,48.16666666666666,3.61,174,1,lost,England,Leeds,2018-06-01,0,10
South Africa,174,53.0,3.28,323,3,won,West Indies,Gros Islet,2021-06-18,0,10
India,174,50.5,3.44,304,3,won,South Africa,Centurion,2021-12-26,0,10
India,173,46.0,3.76,117,3,draw,West Indies,Wankhede,1987-12-11,0,10
West Indies,173,48.0,3.6,345,3,draw,Pakistan,Lahore,1990-12-06,0,10
West Indies,173,54.16666666666666,3.19,-25,2,lost,England,Leeds,1991-06-06,0,10
Australia,173,84.0,2.05,3,3,draw,India,Sydney,1992-01-02,0,8
India,173,56.66666666666666,3.05,-61,4,lost,Zimbabwe,Harare,1998-10-07,0,10
West Indies,173,66.0,2.62,-27,3,lost,Australia,Perth,2000-12-01,0,10
Zimbabwe,173,58.833333333333336,2.94,173,1,lost,India,Bulawayo,2001-06-07,0,10
Bangladesh,173,65.5,2.64,173,1,lost,South Africa,Chattogram,2003-04-24,0,10
England,173,48.66666666666666,3.55,173,1,lost,South Africa,Lord's,2003-07-31,0,10
England,173,53.333333333333336,3.24,173,1,won,Pakistan,The Oval,2006-08-17,0,10
West Indies,173,67.83333333333333,2.55,-73,2,lost,India,Kingston,2011-06-20,0,10
Bangladesh,173,48.333333333333336,3.57,-82,4,draw,New Zealand,Chattogram,2013-10-09,0,3
Pakistan,173,57.833333333333336,2.99,98,3,draw,England,Abu Dhabi,2015-10-13,0,10
India,173,46.5,3.72,309,3,won,South Africa,Nagpur,2015-11-25,0,10
England,173,30.0,5.76,564,3,won,Pakistan,Manchester,2016-07-22,1,1
Bangladesh,173,52.833333333333336,3.27,108,3,lost,New Zealand,Christchurch,2017-01-20,0,10
Australia,173,50.0,3.46,4,4,won,England,Brisbane,2017-11-23,0,0
Bangladesh,173,61.66666666666666,2.8,-224,4,lost,Afghanistan,Chattogram,2019-09-05,0,10
Pakistan,172,45.5,3.78,31,3,lost,Sri Lanka,Colombo (CCC),1986-03-14,0,10
West Indies,172,62.66666666666666,2.74,29,3,lost,Pakistan,Georgetown,1988-04-02,0,10
Australia,172,66.16666666666667,2.59,-74,4,lost,Pakistan,Sydney,1995-11-30,0,10
England,172,59.66666666666666,2.88,172,1,lost,Australia,Leeds,1997-07-24,0,10
Pakistan,172,64.5,2.66,-80,2,lost,India,Delhi,1999-02-04,0,10
West Indies,172,48.66666666666666,3.53,172,1,lost,England,Leeds,2000-08-17,0,10
Australia,172,29.166666666666668,5.89,1,4,won,Zimbabwe,Sydney,2003-10-17,0,1
Sri Lanka,172,38.5,4.46,1,4,won,West Indies,Colombo (SSC),2005-07-13,0,4
West Indies,172,32.0,5.37,391,3,draw,India,Basseterre,2006-06-22,1,6
New Zealand,172,51.0,3.37,-358,4,lost,South Africa,Johannesburg,2007-11-08,0,10
Australia,172,36.0,4.77,331,3,draw,England,Manchester,2013-08-01,1,7
England,172,68.33333333333333,2.51,-398,2,lost,Australia,Adelaide,2013-12-05,0,10
India,172,52.5,3.27,-137,4,draw,England,Rajkot,2016-11-09,0,6
Bangladesh,172,42.66666666666666,4.03,-254,3,lost,South Africa,Bloemfontein,2017-10-06,0,10
India,172,59.5,2.89,172,1,draw,Sri Lanka,Eden Gardens,2017-11-16,0,10
Ireland,172,60.0,2.86,172,1,lost,Afghanistan,Dehradun,2019-03-15,0,10
India,171,58.16666666666666,2.93,-274,2,won,Australia,Eden Gardens,2001-03-11,0,10
West Indies,171,62.833333333333336,2.72,-170,4,lost,Pakistan,Sharjah,2002-01-31,0,10
India,171,65.16666666666667,2.62,268,3,won,West Indies,Kingston,2006-06-30,0,10
New Zealand,171,64.83333333333333,2.63,-74,2,won,Bangladesh,Chattogram,2008-10-17,0,10
Sri Lanka,171,31.83333333333333,5.37,1,4,won,Pakistan,Colombo (PSS),2009-07-12,0,3
India,171,63.333333333333336,2.7,-37,3,lost,Australia,Perth,2012-01-13,0,10
West Indies,171,65.83333333333333,2.59,-72,4,lost,Sri Lanka,Colombo (PSS),2015-10-22,0,10
Pakistan,171,78.66666666666667,2.17,104,3,lost,New Zealand,Christchurch,2016-11-17,0,10
New Zealand,171,63.333333333333336,2.7,80,3,lost,South Africa,Wellington,2017-03-16,0,10
Pakistan,171,58.66666666666666,2.91,-4,4,lost,New Zealand,Abu Dhabi,2018-11-16,0,10
New Zealand,171,65.5,2.61,-296,4,lost,Australia,Perth,2019-12-12,0,10
England,170,79.16666666666667,2.14,-240,4,lost,West Indies,St John's,1986-04-11,0,10
Australia,170,49.0,3.46,347,3,tied,India,Chennai,1986-09-18,1,5
Pakistan,170,54.333333333333336,3.12,170,1,lost,West Indies,Faisalabad,1990-11-23,0,10
Zimbabwe,170,65.16666666666667,2.6,170,1,lost,South Africa,Harare,1995-10-13,0,10
Sri Lanka,170,68.33333333333333,2.48,-52,2,lost,New Zealand,Hamilton,1997-03-14,0,10
Zimbabwe,170,62.833333333333336,2.7,170,1,lost,New Zealand,Auckland,1998-02-26,0,10
England,170,87.16666666666667,1.95,-182,2,lost,West Indies,Georgetown,1998-02-27,0,10
England,170,45.16666666666666,3.76,289,3,draw,South Africa,Birmingham,1998-06-04,1,8
West Indies,170,81.5,2.08,163,3,lost,South Africa,Johannesburg,1998-11-26,0,10
Bangladesh,170,58.66666666666666,2.89,-359,2,lost,South Africa,East London,2002-10-18,0,10
Pakistan,170,52.66666666666666,3.22,-109,2,won,Sri Lanka,Kandy,2006-04-03,0,10
Sri Lanka,170,53.16666666666666,3.19,118,3,lost,New Zealand,Christchurch,2006-12-07,0,10
South Africa,170,60.5,2.8,-22,2,won,Bangladesh,Mirpur,2008-02-22,0,10
Zimbabwe,170,92.0,1.84,13,3,lost,Sri Lanka,Harare,2020-01-19,0,10
England,170,70.0,2.42,-102,4,draw,New Zealand,Lord's,2021-06-02,0,3
India,170,73.0,2.32,138,3,lost,New Zealand,Southampton,2021-06-18,0,10
Pakistan,169,66.83333333333333,2.52,169,1,lost,New Zealand,Auckland,1985-01-25,0,10
South Africa,169,74.16666666666667,2.27,169,1,won,Australia,Sydney,1994-01-02,0,10
India,169,61.0,2.77,193,3,lost,Australia,Bengaluru,1998-03-25,0,10
Sri Lanka,169,50.16666666666666,3.36,-7,4,lost,South Africa,Kandy,2000-07-30,0,10
Bangladesh,169,57.833333333333336,2.92,-183,4,lost,Zimbabwe,Harare,2004-02-19,0,10
South Africa,169,64.0,2.64,213,3,draw,India,Kanpur,2004-11-20,0,4
South Africa,169,50.333333333333336,3.35,169,1,lost,Sri Lanka,Colombo (SSC),2006-07-27,0,10
India,169,64.0,2.64,210,3,lost,South Africa,Cape Town,2007-01-02,0,10
Bangladesh,169,58.16666666666666,2.9,-93,2,draw,New Zealand,Mirpur,2008-10-25,1,9
England,169,42.833333333333336,3.94,-74,3,lost,South Africa,Johannesburg,2010-01-14,0,10
India,169,47.833333333333336,3.53,-122,4,lost,Australia,Melbourne,2011-12-26,0,10
Pakistan,169,75.5,2.23,181,3,lost,South Africa,Cape Town,2013-02-14,0,10
Bangladesh,169,63.16666666666666,2.67,-151,4,lost,Zimbabwe,Sylhet,2018-11-03,0,10
Pakistan,169,46.66666666666666,3.62,276,3,lost,England,Manchester,2020-08-05,0,10
Sri Lanka,169,69.66666666666667,2.42,169,1,draw,West Indies,North Sound,2021-03-21,0,10
New Zealand,169,52.5,3.21,272,3,draw,England,Lord's,2021-06-02,1,6
New Zealand,168,81.83333333333333,2.05,-151,2,draw,England,Christchurch,1988-02-12,0,10
Sri Lanka,168,62.0,2.7,168,1,lost,South Africa,Colombo (SSC),1993-09-06,0,10
New Zealand,168,58.0,2.89,-13,3,lost,Pakistan,Rawalpindi,1996-11-28,0,10
South Africa,168,73.66666666666667,2.28,269,3,lost,Australia,Gqeberha,1997-03-14,0,10
Australia,168,67.83333333333333,2.47,-179,4,lost,India,Chennai,1998-03-06,0,10
New Zealand,168,63.66666666666666,2.63,168,1,draw,South Africa,Christchurch,1999-03-11,0,10
Bangladesh,168,58.5,2.87,-32,3,lost,Zimbabwe,Bulawayo,2001-04-19,0,10
Bangladesh,168,75.83333333333333,2.21,168,1,draw,Zimbabwe,Bulawayo,2004-02-26,0,10
Sri Lanka,168,43.0,3.9,1,2,draw,India,Chennai,2005-12-02,0,4
Australia,168,32.833333333333336,5.11,1,4,won,England,Adelaide,2006-12-01,0,4
New Zealand,168,48.66666666666666,3.45,-85,2,lost,England,Napier,2008-03-22,0,10
South Africa,168,54.66666666666666,3.07,-170,2,lost,Sri Lanka,Durban,2011-12-26,0,10
New Zealand,168,67.83333333333333,2.47,100,3,lost,South Africa,Hamilton,2012-03-15,0,10
West Indies,168,54.16666666666666,3.1,-51,3,lost,India,Eden Gardens,2013-11-06,0,10
West Indies,168,47.0,3.57,-346,2,lost,England,Birmingham,2017-08-17,0,10
Bangladesh,168,42.0,4.0,-166,4,lost,West Indies,Kingston,2018-07-12,0,10
India,168,54.66666666666666,3.07,467,3,won,West Indies,Kingston,2019-08-30,1,4
Australia,168,54.333333333333336,3.09,487,3,won,New Zealand,Melbourne,2019-12-26,1,5
Bangladesh,168,62.333333333333336,2.69,-44,3,lost,Pakistan,Rawalpindi,2020-02-07,0,10
West Indies,168,56.833333333333336,2.95,1,4,won,Pakistan,Kingston,2021-08-12,0,9
Australia,167,69.5,2.4,167,1,lost,West Indies,Brisbane,1988-11-18,0,10
England,167,55.5,3.0,-180,3,lost,Australia,Nottingham,1989-08-10,0,10
England,167,67.33333333333333,2.48,-259,2,lost,Australia,Brisbane,1994-11-25,0,10
West Indies,167,57.0,2.92,-102,2,lost,Australia,Port of Spain,1999-03-05,0,10
South Africa,167,55.333333333333336,3.01,-148,2,won,Australia,Durban,2002-03-15,0,10
West Indies,167,79.5,2.1,167,1,lost,India,Chennai,2002-10-17,0,10
India,167,73.33333333333333,2.27,167,1,draw,Sri Lanka,Chennai,2005-12-02,0,10
Australia,167,56.833333333333336,2.93,286,3,won,West Indies,Kingston,2008-05-22,0,10
Australia,167,46.0,3.63,499,3,won,India,Adelaide,2012-01-24,1,5
Bangladesh,167,54.5,3.06,-77,4,lost,West Indies,Mirpur,2012-11-13,0,10
England,167,55.0,3.03,167,1,draw,New Zealand,Dunedin,2013-03-06,0,10
New Zealand,167,56.5,2.95,-372,4,lost,India,Wankhede,2021-12-03,0,10
New Zealand,166,62.0,2.67,-136,4,draw,Australia,Perth,1993-11-12,0,4
Sri Lanka,166,82.0,2.02,-166,4,draw,India,Wankhede,1997-12-03,0,7
Zimbabwe,166,92.0,1.8,-299,2,lost,New Zealand,Harare,2000-09-19,0,10
Australia,166,29.5,5.62,3,4,won,New Zealand,Auckland,2005-03-26,0,1
West Indies,166,54.333333333333336,3.05,-86,3,lost,South Africa,Bridgetown,2005-04-21,0,10
India,166,82.0,2.02,-173,4,draw,South Africa,Cape Town,2011-01-02,0,3
South Africa,166,68.0,2.44,51,3,draw,Australia,Brisbane,2012-11-09,0,5
England,166,31.666666666666668,5.24,-281,4,lost,Australia,Sydney,2014-01-03,0,10
India,166,52.0,3.19,-268,4,draw,New Zealand,Wellington,2014-02-14,0,3
New Zealand,166,36.0,4.61,386,3,won,Zimbabwe,Bulawayo,2016-08-06,1,2
Sri Lanka,166,49.5,3.35,-239,3,lost,India,Nagpur,2017-11-24,0,10
New Zealand,166,55.333333333333336,3.0,-250,2,lost,Australia,Perth,2019-12-12,0,10
England,165,59.0,2.79,-44,2,lost,West Indies,Lord's,1988-06-16,0,10
Australia,165,122.0,1.35,-304,2,lost,Pakistan,Karachi,1988-09-15,0,10
Sri Lanka,165,51.0,3.23,184,3,lost,Pakistan,Faisalabad,1992-01-02,0,10
Pakistan,165,53.833333333333336,3.06,-204,4,lost,West Indies,Port of Spain,1993-04-16,0,10
Pakistan,165,69.5,2.37,-324,4,lost,South Africa,Johannesburg,1995-01-19,0,10
Sri Lanka,165,51.16666666666666,3.22,-219,4,draw,Pakistan,Lahore,1999-03-04,0,2
West Indies,165,57.5,2.86,-199,2,lost,Australia,Melbourne,2000-12-26,0,10
Pakistan,165,47.5,3.47,3,4,won,Bangladesh,Peshawar,2003-08-27,0,1
West Indies,165,59.66666666666666,2.76,230,3,lost,England,Manchester,2004-08-12,0,10
West Indies,165,60.16666666666666,2.74,107,3,lost,England,Nottingham,2012-05-25,0,10
Pakistan,165,63.833333333333336,2.58,165,1,lost,Sri Lanka,Dubai (DSC),2014-01-08,0,10
Pakistan,165,52.16666666666666,3.16,-105,4,lost,Sri Lanka,Colombo (SSC),2014-08-14,0,10
India,165,68.16666666666667,2.42,165,1,lost,New Zealand,Wellington,2020-02-21,0,10
West Indies,165,58.5,2.82,-158,4,lost,South Africa,Gros Islet,2021-06-18,0,10
New Zealand,165,98.0,1.68,-118,4,draw,India,Kanpur,2021-11-25,0,9
New Zealand,164,74.0,2.21,1,4,won,Australia,Perth,1985-11-30,0,4
New Zealand,164,78.66666666666667,2.08,-172,4,lost,India,Bengaluru,1988-11-12,0,10
India,164,45.833333333333336,3.57,-295,2,lost,New Zealand,Christchurch,1990-02-02,0,10
West Indies,164,64.0,2.56,164,1,lost,England,Kingston,1990-02-24,0,10
Sri Lanka,164,51.16666666666666,3.2,-16,4,lost,Australia,Colombo (SSC),1992-08-17,0,10
South Africa,164,90.5,1.81,90,3,lost,Australia,Cape Town,1994-03-17,0,10
South Africa,164,62.66666666666666,2.61,1,4,won,West Indies,Johannesburg,1998-11-26,0,6
South Africa,164,63.0,2.6,2,4,won,India,Wankhede,2000-02-24,0,6
England,164,42.16666666666666,3.88,-118,3,lost,Australia,Birmingham,2001-07-05,0,10
Bangladesh,164,62.0,2.64,-209,2,lost,Sri Lanka,Colombo (SSC),2002-07-28,0,10
Pakistan,164,40.16666666666666,4.08,4,4,won,South Africa,Lahore,2003-10-17,0,2
England,164,39.333333333333336,4.16,1,4,won,Bangladesh,Dhaka,2003-10-21,0,3
England,164,48.0,3.41,-120,4,draw,Pakistan,Faisalabad,2005-11-20,0,6
New Zealand,164,79.83333333333333,2.05,-115,3,lost,India,Hyderabad,2012-08-23,0,10
Australia,164,46.5,3.52,154,3,lost,India,Delhi,2013-03-22,0,10
Zimbabwe,164,77.83333333333333,2.1,164,1,lost,New Zealand,Bulawayo,2016-07-28,0,10
England,164,45.5,3.6,-108,4,lost,Bangladesh,Mirpur,2016-10-28,0,10
Australia,164,49.66666666666666,3.3,-373,4,lost,Pakistan,Abu Dhabi,2018-10-16,0,10
England,164,43.5,3.77,1,4,won,Sri Lanka,Galle,2021-01-22,0,4
England,164,54.333333333333336,3.01,-317,4,lost,India,Chennai,2021-02-13,0,10
England,163,100.16666666666669,1.62,-208,2,lost,India,Eden Gardens,1993-01-29,0,10
England,163,66.83333333333333,2.43,123,3,won,Australia,The Oval,1997-08-21,0,10
New Zealand,163,62.16666666666666,2.62,-51,2,lost,Australia,Auckland,2000-03-11,0,10
Bangladesh,163,58.66666666666666,2.77,-98,3,lost,Australia,Cairns,2003-07-25,0,10
Pakistan,163,64.33333333333333,2.53,125,3,lost,Australia,Melbourne,2004-12-26,0,10
England,163,58.0,2.81,-278,2,lost,South Africa,Cape Town,2005-01-02,0,10
Sri Lanka,163,37.0,4.4,1,4,won,Bangladesh,Chattogram,2006-02-28,0,2
England,163,35.166666666666664,4.63,4,4,won,Bangladesh,Lord's,2010-05-27,0,2
Australia,163,53.16666666666666,3.06,-62,2,lost,South Africa,Perth,2012-11-30,0,10
West Indies,163,64.33333333333333,2.53,-37,2,lost,Sri Lanka,Colombo (PSS),2015-10-22,0,10
Pakistan,163,53.333333333333336,3.05,-18,3,lost,Australia,Melbourne,2016-12-26,0,10
Sri Lanka,162,76.83333333333333,2.1,162,1,lost,Pakistan,Karachi,1985-11-07,0,10
West Indies,162,56.66666666666666,2.85,-115,4,lost,England,Leeds,1991-06-06,0,10
South Africa,162,65.5,2.47,327,3,draw,England,Gqeberha,1995-12-26,1,9
England,162,84.66666666666667,1.91,-73,2,lost,Australia,Manchester,1997-07-03,0,10
Zimbabwe,162,48.333333333333336,3.35,1,4,won,Pakistan,Peshawar,1998-11-27,0,3
Australia,162,46.66666666666666,3.47,-12,4,lost,England,Melbourne,1998-12-26,0,10
New Zealand,162,54.0,3.0,245,3,won,England,The Oval,1999-08-19,0,10
England,162,56.16666666666666,2.88,-83,4,lost,New Zealand,The Oval,1999-08-19,0,10
West Indies,162,80.16666666666667,2.02,-69,4,lost,South Africa,Port of Spain,2001-03-17,0,10
England,162,57.0,2.84,157,3,lost,Australia,Nottingham,2001-08-02,0,10
Sri Lanka,162,52.833333333333336,3.06,162,1,lost,England,Birmingham,2002-05-30,0,10
Sri Lanka,162,65.66666666666667,2.46,-149,4,lost,Australia,Darwin,2004-07-01,0,10
Pakistan,162,36.0,4.5,-211,4,draw,India,Bengaluru,2007-12-08,0,7
New Zealand,162,68.0,2.38,-49,3,draw,England,Wellington,2013-03-14,0,2
South Africa,162,51.66666666666666,3.13,-189,2,lost,Australia,Durban,2018-03-01,0,10
India,162,54.333333333333336,2.98,-31,4,lost,England,Birmingham,2018-08-01,0,10
South Africa,162,56.333333333333336,2.87,-335,2,lost,India,Ranchi,2019-10-19,0,10
West Indies,162,64.0,2.53,-63,3,lost,South Africa,Gros Islet,2021-06-10,0,10
Australia,161,41.0,3.92,268,3,draw,Pakistan,Lahore,1988-10-07,1,3
New Zealand,161,82.5,1.95,-383,2,lost,Australia,Hobart,1993-11-26,0,10
New Zealand,161,77.83333333333333,2.06,-222,3,lost,Australia,Hobart,1993-11-26,0,10
England,161,71.16666666666667,2.26,1,4,won,Sri Lanka,Kandy,2001-03-07,0,7
Bangladesh,161,53.66666666666666,3.0,161,1,lost,Sri Lanka,Colombo (PSS),2002-07-21,0,10
India,161,58.66666666666666,2.74,161,1,lost,New Zealand,Wellington,2002-12-12,0,10
Pakistan,161,48.66666666666666,3.3,-207,2,lost,South Africa,Durban,2002-12-26,0,10
New Zealand,161,78.0,2.06,193,3,draw,Sri Lanka,Colombo (PSS),2003-04-25,1,5
New Zealand,161,42.0,3.83,44,3,lost,England,Leeds,2004-06-03,0,10
Zimbabwe,161,44.333333333333336,3.63,161,1,lost,India,Harare,2005-09-20,0,10
England,161,65.83333333333333,2.44,-99,3,lost,Australia,Melbourne,2006-12-26,0,10
South Africa,161,64.0,2.51,1,4,won,Pakistan,Cape Town,2007-01-26,0,5
India,161,74.0,2.17,-337,4,lost,Australia,Melbourne,2007-12-26,0,10
West Indies,161,65.16666666666667,2.47,46,3,lost,South Africa,Bridgetown,2010-06-26,0,10
India,161,60.333333333333336,2.66,161,1,lost,Australia,Perth,2012-01-13,0,10
India,161,43.0,3.74,-54,3,lost,England,Manchester,2014-08-07,0,10
Bangladesh,161,62.5,2.57,-219,2,lost,West Indies,Gros Islet,2014-09-13,0,10
Australia,161,88.5,1.81,-106,4,lost,Sri Lanka,Pallekele,2016-07-26,0,10
Australia,161,60.16666666666666,2.67,-80,3,lost,South Africa,Hobart,2016-11-12,0,10
England,161,38.333333333333336,4.2,-168,2,lost,India,Nottingham,2018-08-18,0,10
New Zealand,160,84.66666666666667,1.88,1,4,won,Australia,Auckland,1986-03-13,0,2
